# longitude   latitude
-115.680000  32.820000
-116.170000  33.630000
-117.270000  33.880000
-117.450000  33.950000
-117.630000  33.970000
-117.780000  34.100000
-117.620000  34.050000
-117.380000  34.580000
-116.780000  34.870000
-116.680000  34.270000
-117.230000  34.100000
-116.950000  33.930000
-116.500000  33.830000
-116.150000  34.280000
-114.620000  34.770000
-113.950000  35.270000
-115.170000  36.080000
-115.030000  36.230000
-114.520000  37.620000
-116.080000  37.580000
-115.570000  36.530000
-115.670000  36.570000
-116.020000  36.620000
-116.620000  35.280000
-117.100000  35.330000
-117.680000  35.680000
-118.130000  35.050000
-118.150000  35.050000
-117.880000  34.900000
-118.220000  34.730000
-119.050000  35.430000
-118.730000  34.750000
-118.480000  34.220000
-118.450000  34.020000
-118.400000  33.930000
-118.330000  33.800000
-118.150000  33.820000
-118.330000  33.920000
-118.370000  34.200000
-118.070000  34.230000
-118.030000  34.080000
-117.970000  33.870000
-118.050000  33.780000
-117.880000  33.670000
-117.830000  33.700000
-117.730000  33.670000
-117.620000  33.420000
-117.580000  33.380000
-117.350000  33.300000
-117.280000  33.130000
-117.150000  32.870000
-117.130000  32.820000
-117.200000  32.700000
-117.170000  32.730000
-116.970000  32.820000
-116.470000  32.620000
-116.980000  32.570000
-117.120000  32.570000
-118.580000  33.020000
-119.450000  33.250000
-119.120000  34.120000
-119.200000  34.200000
-119.830000  34.430000
-120.400000  34.030000
-120.450000  34.900000
-120.650000  35.230000
-120.950000  35.200000
-121.120000  34.950000
-155.070000  19.720000
-156.050000  19.750000
-156.120000  20.000000
-156.470000  20.420000
-156.430000  20.900000
-156.830000  20.970000
-156.950000  20.800000
-157.100000  21.150000
-157.930000  21.350000
-158.120000  21.530000
-158.280000  21.750000
-159.350000  21.980000
-159.670000  22.380000
-160.300000  22.050000
-166.470000  24.450000
-176.650000  51.880000
-174.130000  53.200000
-173.300000  53.500000
-169.420000  53.580000
-166.530000  53.880000
-170.220000  57.150000
-166.270000  60.370000
-162.720000  55.200000
-160.500000  55.330000
-158.620000  56.950000
-154.200000  56.880000
-152.500000  57.750000
-154.920000  59.750000
-156.650000  58.680000
-158.520000  59.050000
-161.800000  60.780000
-163.300000  62.070000
-171.730000  63.770000
-165.430000  64.500000
-166.870000  65.250000
-168.080000  66.030000
-166.030000  66.270000
-162.630000  66.870000
-162.920000  69.820000
-159.850000  70.620000
-156.780000  71.300000
-153.230000  70.920000
-149.880000  70.500000
-148.470000  70.200000
-148.330000  70.250000
-143.630000  70.130000
-149.480000  68.480000
-152.130000  69.370000
-157.850000  67.100000
-160.800000  63.880000
-159.530000  61.580000
-155.620000  62.970000
-154.470000  62.850000
-153.250000  62.170000
-154.300000  60.200000
-151.500000  59.630000
-151.250000  60.570000
-152.300000  60.820000
-152.080000  61.980000
-151.200000  61.970000
-150.050000  61.750000
-150.100000  62.300000
-149.830000  62.880000
-146.670000  62.030000
-147.300000  61.900000
-149.030000  61.630000
-149.080000  61.600000
-149.850000  61.220000
-150.020000  61.170000
-149.750000  60.180000
-148.720000  60.780000
-147.080000  60.380000
-146.330000  59.430000
-145.000000  60.330000
-145.500000  60.500000
-146.250000  61.130000
-146.350000  61.130000
-145.450000  62.150000
-145.500000  63.030000
-145.730000  64.000000
-148.950000  63.380000
-149.000000  63.830000
-149.080000  64.550000
-147.870000  64.820000
-150.650000  65.000000
-152.270000  63.900000
-152.100000  65.170000
-149.830000  65.930000
-150.650000  66.820000
-151.520000  66.920000
-148.480000  67.500000
-145.270000  66.570000
-144.070000  65.830000
-141.150000  64.770000
-141.930000  62.970000
-143.920000  62.730000
-142.920000  61.430000
-139.670000  59.520000
-135.530000  59.750000
-135.370000  59.620000
-135.430000  59.230000
-137.050000  58.330000
-136.350000  58.200000
-135.730000  58.420000
-135.450000  58.100000
-134.580000  58.370000
-134.900000  58.250000
-134.970000  57.830000
-135.350000  57.070000
-134.030000  57.450000
-133.950000  56.970000
-132.970000  56.820000
-132.370000  56.480000
-134.650000  56.250000
-134.220000  56.000000
-133.250000  55.800000
-131.700000  55.350000
-131.570000  55.030000
-122.530000  48.800000
-122.330000  48.500000
-122.650000  48.350000
-122.680000  48.250000
-123.500000  48.120000
-123.670000  48.220000
-124.550000  47.950000
-123.970000  46.970000
-123.880000  46.150000
-122.950000  45.530000
-122.600000  45.600000
-122.750000  45.250000
-123.000000  44.920000
-123.280000  44.500000
-123.220000  44.120000
-124.050000  44.630000
-124.950000  43.380000
-124.250000  43.420000
-123.370000  43.230000
-123.370000  42.620000
-122.870000  42.370000
-124.470000  42.080000
-124.230000  41.780000
-124.280000  41.330000
-124.100000  40.980000
-122.300000  40.500000
-122.250000  40.150000
-124.070000  40.030000
-124.220000  39.580000
-123.200000  39.130000
-122.820000  38.520000
-122.830000  37.830000
-122.680000  37.750000
-122.380000  37.620000
-122.320000  37.780000
-122.220000  37.730000
-122.120000  37.650000
-121.820000  37.700000
-122.120000  37.470000
-122.250000  37.520000
-122.050000  37.420000
-121.920000  37.370000
-121.820000  37.330000
-121.770000  36.680000
-121.850000  36.580000
-121.600000  36.670000
-121.470000  36.120000
-121.320000  36.000000
-121.280000  35.670000
-120.630000  35.670000
-119.950000  36.330000
-119.400000  36.320000
-119.720000  36.770000
-120.520000  37.280000
-120.570000  37.380000
-120.950000  37.630000
-121.250000  37.900000
-122.050000  37.980000
-122.280000  38.220000
-121.930000  38.270000
-121.500000  38.520000
-121.300000  38.570000
-121.400000  38.670000
-121.600000  38.700000
-121.570000  39.100000
-121.450000  39.130000
-121.850000  39.780000
-120.950000  40.630000
-122.320000  41.320000
-122.470000  41.780000
-122.530000  41.730000
-121.730000  42.150000
-120.530000  41.480000
-120.350000  42.180000
-121.150000  44.270000
-121.150000  45.620000
-121.880000  45.680000
-122.400000  45.550000
-122.800000  46.480000
-122.900000  46.970000
-123.150000  47.250000
-122.770000  47.480000
-122.580000  47.270000
-122.580000  47.080000
-122.480000  47.150000
-122.300000  47.450000
-122.220000  47.500000
-122.300000  47.530000
-122.280000  47.920000
-121.330000  47.280000
-120.530000  46.570000
-120.200000  47.400000
-119.520000  47.320000
-119.320000  47.200000
-119.530000  48.420000
-118.470000  48.880000
-117.650000  47.620000
-117.530000  47.630000
-117.330000  47.670000
-116.820000  47.770000
-115.800000  47.470000
-117.120000  46.750000
-117.020000  46.380000
-115.430000  45.820000
-116.130000  45.920000
-118.280000  46.100000
-119.120000  46.270000
-119.600000  46.570000
-118.850000  45.680000
-118.400000  45.500000
-118.000000  45.280000
-117.820000  44.830000
-118.950000  43.600000
-117.020000  44.020000
-116.220000  43.570000
-116.100000  44.880000
-114.220000  44.520000
-114.470000  45.170000
-113.900000  45.180000
-112.550000  45.250000
-112.320000  44.570000
-111.100000  44.650000
-111.120000  44.680000
-110.420000  44.550000
-110.730000  43.600000
-109.020000  44.520000
-108.530000  45.800000
-109.450000  47.050000
-109.830000  46.430000
-110.430000  45.700000
-111.150000  45.780000
-112.500000  45.950000
-112.000000  46.600000
-111.180000  47.500000
-111.370000  47.480000
-113.150000  46.670000
-114.080000  46.920000
-115.370000  47.600000
-114.270000  48.300000
-112.370000  48.600000
-109.770000  48.550000
-106.930000  47.330000
-106.620000  48.220000
-105.580000  48.100000
-104.180000  47.720000
-103.630000  48.180000
-101.280000  48.270000
-101.350000  48.420000
-101.830000  47.750000
-100.750000  46.770000
-98.680000  46.920000
-98.870000  48.100000
-98.900000  48.120000
-97.400000  47.970000
-97.180000  47.950000
-95.350000  48.930000
-96.180000  48.070000
-96.800000  46.900000
-95.880000  46.820000
-96.070000  46.300000
-97.150000  46.100000
-97.150000  44.920000
-98.430000  45.450000
-100.430000  45.530000
-102.170000  45.930000
-102.800000  46.780000
-104.800000  47.130000
-105.870000  46.430000
-105.670000  45.670000
-106.970000  44.770000
-103.320000  45.160000
-103.100000  44.150000
-103.070000  44.050000
-104.810000  44.350000
-105.530000  44.350000
-106.470000  42.920000
-107.200000  41.800000
-107.530000  40.500000
-106.820000  40.480000
-105.680000  41.320000
-105.380000  42.750000
-103.600000  43.770000
-103.080000  42.830000
-102.800000  42.050000
-103.600000  41.870000
-102.980000  41.100000
-103.220000  40.170000
-104.630000  40.430000
-104.820000  41.150000
-105.080000  40.580000
-105.020000  40.450000
-105.120000  39.900000
-104.870000  39.750000
-104.750000  39.720000
-104.830000  39.570000
-103.700000  39.180000
-103.520000  38.050000
-102.600000  38.120000
-103.150000  36.450000
-102.550000  36.020000
-101.700000  35.230000
-101.880000  37.000000
-100.970000  37.050000
-99.770000  36.300000
-99.970000  37.770000
-100.720000  37.930000
-99.830000  39.380000
-99.270000  38.850000
-98.820000  38.870000
-97.650000  38.800000
-97.650000  39.550000
-98.430000  40.600000
-98.320000  40.970000
-98.950000  41.620000
-98.680000  42.470000
-99.150000  41.780000
-99.650000  41.430000
-99.000000  40.730000
-100.000000  40.870000
-100.580000  40.220000
-101.700000  39.370000
-101.390000  40.330000
-101.630000  40.530000
-100.680000  41.130000
-101.050000  42.050000
-99.980000  42.580000
-100.550000  42.870000
-101.600000  44.050000
-100.280000  44.380000
-99.320000  43.800000
-99.320000  43.750000
-98.030000  43.770000
-98.220000  44.380000
-96.800000  44.300000
-96.730000  43.580000
-97.380000  42.920000
-97.430000  41.980000
-97.350000  41.450000
-96.380000  42.400000
-95.150000  43.170000
-95.580000  43.650000
-95.820000  44.450000
-95.080000  44.550000
-94.520000  45.130000
-93.380000  45.070000
-93.470000  44.830000
-93.220000  44.880000
-93.050000  44.930000
-91.480000  44.870000
-91.720000  45.480000
-92.180000  46.830000
-94.070000  45.550000
-95.380000  45.870000
-94.130000  46.400000
-94.320000  46.600000
-95.070000  46.900000
-94.930000  47.500000
-93.520000  47.220000
-92.850000  47.380000
-93.380000  48.570000
-91.820000  47.900000
-90.830000  47.580000
-87.850000  47.470000
-87.950000  46.880000
-88.500000  47.170000
-90.130000  46.530000
-89.450000  45.630000
-89.620000  44.920000
-89.670000  44.780000
-88.130000  44.480000
-87.630000  45.120000
-88.120000  45.820000
-87.400000  46.350000
-87.080000  45.730000
-85.920000  45.920000
-84.370000  46.470000
-84.470000  46.250000
-84.800000  45.570000
-83.570000  45.070000
-83.400000  44.450000
-82.530000  43.830000
-83.750000  42.970000
-83.420000  42.670000
-83.020000  42.420000
-82.830000  42.620000
-83.330000  42.230000
-83.530000  42.230000
-83.750000  42.220000
-84.470000  42.270000
-84.600000  42.770000
-85.230000  42.300000
-85.550000  42.230000
-85.520000  42.880000
-85.950000  43.070000
-86.250000  43.170000
-84.080000  43.530000
-84.680000  44.370000
-85.580000  44.730000
-86.250000  44.270000
-87.670000  44.130000
-88.520000  44.250000
-88.530000  44.220000
-88.570000  44.000000
-90.270000  43.930000
-90.180000  43.200000
-90.700000  42.400000
-89.330000  43.130000
-89.100000  42.200000
-89.030000  42.620000
-88.050000  43.120000
-87.900000  42.950000
-87.820000  42.080000
-87.900000  41.980000
-87.650000  41.900000
-87.620000  41.870000
-87.750000  41.780000
-88.250000  41.920000
-88.320000  41.770000
-88.680000  41.370000
-88.720000  41.930000
-89.670000  41.740000
-90.520000  41.450000
-89.600000  41.160000
-89.680000  40.670000
-88.930000  40.480000
-88.870000  39.830000
-88.280000  39.480000
-88.280000  40.030000
-87.600000  40.200000
-86.930000  40.420000
-87.850000  41.070000
-87.420000  41.620000
-86.430000  42.130000
-86.320000  41.700000
-86.000000  41.720000
-86.150000  40.650000
-86.270000  39.730000
-85.380000  40.230000
-85.200000  41.000000
-83.800000  41.600000
-83.670000  41.020000
-82.520000  40.820000
-81.430000  40.920000
-81.870000  41.420000
-81.680000  41.520000
-81.480000  41.570000
-81.400000  41.630000
-80.670000  41.270000
-79.870000  41.380000
-80.180000  42.080000
-79.250000  42.150000
-78.950000  43.100000
-78.730000  42.930000
-78.200000  42.970000
-77.670000  43.120000
-76.900000  42.170000
-76.470000  42.480000
-75.980000  42.220000
-75.120000  42.870000
-75.380000  43.150000
-75.400000  43.230000
-76.120000  43.120000
-76.020000  44.000000
-75.730000  44.050000
-74.850000  44.930000
-75.400000  44.680000
-74.200000  44.380000
-73.470000  44.650000
-72.330000  45.550000
-72.020000  44.420000
-72.300000  43.630000
-72.570000  44.200000
-73.150000  44.470000
-73.950000  43.530000
-73.620000  43.350000
-73.930000  42.850000
-73.800000  42.750000
-73.180000  42.260000
-72.880000  42.880000
-72.270000  42.900000
